timestamp,wind_shear_mps,phase_correction_deg,ground_truth_elastic_deg,ground_truth_plastic_deg,source
2026-06-10T00:06:00,4.2949,0.7138,0.7039,0.0,simulated
2026-06-10T00:06:10,4.1762,0.6851,0.7034,0.0,simulated
2026-06-10T00:06:20,4.1586,0.7152,0.7025,0.0,simulated
2026-06-10T00:06:30,4.2444,0.6895,0.7046,0.0,simulated
2026-06-10T00:06:40,4.002,0.6968,0.6981,0.0,simulated
2026-06-10T00:06:50,3.8666,0.684,0.6884,0.0,simulated
2026-06-10T00:07:00,4.0224,0.6876,0.6859,0.0,simulated
2026-06-10T00:07:10,4.019,0.696,0.6838,0.0,simulated
2026-06-10T00:07:20,4.1536,0.6961,0.6866,0.0,simulated
2026-06-10T00:07:30,4.2576,0.6976,0.6923,0.0,simulated
2026-06-10T00:07:40,4.3577,0.71,0.7003,0.0,simulated
2026-06-10T00:07:50,4.3874,0.7148,0.7076,0.0,simulated
2026-06-10T00:08:00,4.6122,0.7117,0.7211,0.0,simulated
2026-06-10T00:08:10,4.5367,0.7185,0.7293,0.0,simulated
2026-06-10T00:08:20,4.4453,0.7257,0.7328,0.0,simulated
2026-06-10T00:08:30,4.282,0.7376,0.7301,0.0,simulated
2026-06-10T00:08:40,4.37,0.7272,0.7309,0.0,simulated
2026-06-10T00:08:50,4.4376,0.7689,0.7338,0.0,simulated
2026-06-10T00:09:00,4.4852,0.7255,0.7378,0.0,simulated
2026-06-10T00:09:10,4.3922,0.7213,0.7378,0.0,simulated
2026-06-10T00:09:20,4.5882,0.7559,0.7444,0.0,simulated
2026-06-10T00:09:30,4.4269,0.7656,0.7443,0.0,simulated
2026-06-10T00:09:40,4.3498,0.7491,0.7416,0.0,simulated
2026-06-10T00:09:50,4.2868,0.7498,0.7373,0.0,simulated
2026-06-10T00:10:00,4.2999,0.7557,0.7343,0.0,simulated
2026-06-10T00:10:10,4.0091,0.7207,0.7222,0.0,simulated
2026-06-10T00:10:20,4.2403,0.6989,0.7202,0.0,simulated
2026-06-10T00:10:30,4.1177,0.7065,0.7145,0.0,simulated
2026-06-10T00:10:40,4.3514,0.7321,0.7178,0.0,simulated
2026-06-10T00:10:50,4.4251,0.7013,0.7229,0.0,simulated
2026-06-10T00:11:00,4.3567,0.7252,0.7247,0.0,simulated
2026-06-10T00:11:10,4.343,0.7295,0.7257,0.0,simulated
2026-06-10T00:11:20,4.4241,0.7245,0.7292,0.0,simulated
2026-06-10T00:11:30,4.5054,0.7456,0.7348,0.0,simulated
2026-06-10T00:11:40,4.5713,0.7501,0.7414,0.0,simulated
2026-06-10T00:11:50,4.4486,0.7774,0.7426,0.0,simulated
2026-06-10T00:12:00,4.4156,0.7517,0.7424,0.0,simulated
2026-06-10T00:12:10,4.3117,0.7297,0.7388,0.0,simulated
2026-06-10T00:12:20,4.2172,0.7243,0.7328,0.0,simulated
2026-06-10T00:12:30,4.0978,0.7114,0.7239,0.0,simulated
2026-06-10T00:12:40,4.1109,0.7315,0.7172,0.0,simulated
2026-06-10T00:12:50,4.2174,0.707,0.7155,0.0,simulated
2026-06-10T00:13:00,4.2155,0.713,0.714,0.0,simulated
2026-06-10T00:13:10,4.2519,0.7253,0.7141,0.0,simulated
2026-06-10T00:13:20,4.4445,0.7098,0.7206,0.0,simulated
2026-06-10T00:13:30,4.2836,0.716,0.7204,0.0,simulated
2026-06-10T00:13:40,4.2271,0.6907,0.7184,0.0,simulated
2026-06-10T00:13:50,4.14,0.6976,0.7138,0.0,simulated
2026-06-10T00:14:00,4.0054,0.6971,0.7056,0.0,simulated
2026-06-10T00:14:10,3.9441,0.7032,0.697,0.0,simulated
2026-06-10T00:14:20,3.9675,0.7088,0.6909,0.0,simulated
2026-06-10T00:14:30,4.0217,0.6876,0.6879,0.0,simulated
2026-06-10T00:14:40,3.8229,0.6827,0.6787,0.0,simulated
2026-06-10T00:14:50,3.8733,0.6757,0.6731,0.0,simulated
2026-06-10T00:15:00,3.983,0.6886,0.6723,0.0,simulated
2026-06-10T00:15:10,4.0574,0.6876,0.6742,0.0,simulated
2026-06-10T00:15:20,4.0553,0.6797,0.6756,0.0,simulated
2026-06-10T00:15:30,4.1337,0.6642,0.6794,0.0,simulated
2026-06-10T00:15:40,4.1101,0.6952,0.6816,0.0,simulated
2026-06-10T00:15:50,4.1978,0.692,0.6863,0.0,simulated
2026-06-10T00:16:00,4.2897,0.7116,0.6932,0.0,simulated
2026-06-10T00:16:10,4.1543,0.6937,0.6941,0.0,simulated
2026-06-10T00:16:20,4.3161,0.7296,0.7003,0.0,simulated
2026-06-10T00:16:30,4.0178,0.6899,0.6953,0.0,simulated
2026-06-10T00:16:40,4.0893,0.7175,0.6936,0.0,simulated
2026-06-10T00:16:50,4.2095,0.6981,0.6963,0.0,simulated
2026-06-10T00:17:00,4.3128,0.6942,0.702,0.0,simulated
2026-06-10T00:17:10,4.3411,0.6905,0.7074,0.0,simulated
2026-06-10T00:17:20,4.3533,0.71,0.7122,0.0,simulated
2026-06-10T00:17:30,4.2011,0.7323,0.7109,0.0,simulated
2026-06-10T00:17:40,4.3502,0.7272,0.7149,0.0,simulated
2026-06-10T00:17:50,4.3281,0.7277,0.7174,0.0,simulated
2026-06-10T00:18:00,4.2165,0.6799,0.7156,0.0,simulated
2026-06-10T00:18:10,4.5207,0.735,0.7243,0.0,simulated
2026-06-10T00:18:20,4.4941,0.7388,0.7305,0.0,simulated
2026-06-10T00:18:30,4.4265,0.7249,0.7331,0.0,simulated
2026-06-10T00:18:40,4.4492,0.7266,0.736,0.0,simulated
2026-06-10T00:18:50,4.3683,0.7355,0.7356,0.0,simulated
2026-06-10T00:19:00,4.4158,0.7627,0.7368,0.0,simulated
2026-06-10T00:19:10,4.5496,0.7265,0.7423,0.0,simulated
2026-06-10T00:19:20,4.7138,0.7458,0.7522,0.0,simulated
2026-06-10T00:19:30,4.8579,0.7854,0.765,0.0,simulated
2026-06-10T00:19:40,4.7197,0.7639,0.7706,0.0,simulated
2026-06-10T00:19:50,4.5948,0.7654,0.7709,0.0,simulated
2026-06-10T00:20:00,4.6426,0.7741,0.7727,0.0,simulated
2026-06-10T00:20:10,4.5768,0.7533,0.7719,0.0,simulated
2026-06-10T00:20:20,4.3999,0.7687,0.7654,0.0,simulated
2026-06-10T00:20:30,4.4936,0.7451,0.7633,0.0,simulated
2026-06-10T00:20:40,4.4695,0.7741,0.7608,0.0,simulated
2026-06-10T00:20:50,4.3975,0.7564,0.7564,0.0,simulated
2026-06-10T00:21:00,4.4263,0.7881,0.7538,0.0,simulated
2026-06-10T00:21:10,4.4038,0.7553,0.751,0.0,simulated
2026-06-10T00:21:20,4.6191,0.7765,0.756,0.0,simulated
2026-06-10T00:21:30,4.4832,0.7359,0.7555,0.0,simulated
2026-06-10T00:21:40,4.5887,0.7567,0.7586,0.0,simulated
2026-06-10T00:21:50,4.7574,0.7715,0.7667,0.0,simulated
2026-06-10T00:22:00,4.9011,0.8042,0.778,0.0,simulated
2026-06-10T00:22:10,4.8222,0.7592,0.7845,0.0,simulated
2026-06-10T00:22:20,4.6281,0.7979,0.7831,0.0,simulated
2026-06-10T00:22:30,4.3438,0.7813,0.7724,0.0,simulated
2026-06-10T00:22:40,4.4507,0.7905,0.7675,0.0,simulated
2026-06-10T00:22:50,4.527,0.7768,0.7661,0.0,simulated
2026-06-10T00:23:00,4.4836,0.7643,0.7635,0.0,simulated
2026-06-10T00:23:10,4.3768,0.75,0.7579,0.0,simulated
2026-06-10T00:23:20,4.0873,0.7249,0.7436,0.0,simulated
2026-06-10T00:23:30,4.1025,0.7357,0.7327,0.0,simulated
2026-06-10T00:23:40,4.0081,0.718,0.7209,0.0,simulated
2026-06-10T00:23:50,4.1133,0.7452,0.7149,0.0,simulated
2026-06-10T00:24:00,4.0922,0.7003,0.7094,0.0,simulated
2026-06-10T00:24:10,4.2925,0.7166,0.7118,0.0,simulated
2026-06-10T00:24:20,4.3272,0.6913,0.7148,0.0,simulated
2026-06-10T00:24:30,4.3139,0.7109,0.7168,0.0,simulated
2026-06-10T00:24:40,4.0707,0.7141,0.7102,0.0,simulated
2026-06-10T00:24:50,4.0002,0.7149,0.7026,0.0,simulated
2026-06-10T00:25:00,4.0749,0.7207,0.699,0.0,simulated
2026-06-10T00:25:10,4.1482,0.6979,0.6986,0.0,simulated
2026-06-10T00:25:20,4.3123,0.687,0.7037,0.0,simulated
2026-06-10T00:25:30,4.0912,0.7073,0.7005,0.0,simulated
2026-06-10T00:25:40,4.2604,0.7113,0.7035,0.0,simulated
2026-06-10T00:25:50,4.3783,0.7173,0.7099,0.0,simulated
2026-06-10T00:26:00,4.3068,0.7021,0.7126,0.0,simulated
2026-06-10T00:26:10,4.2417,0.7296,0.7126,0.0,simulated
2026-06-10T00:26:20,4.4551,0.7211,0.7198,0.0,simulated
2026-06-10T00:26:30,4.3984,0.7341,0.7236,0.0,simulated
2026-06-10T00:26:40,4.369,0.7448,0.7257,0.0,simulated
2026-06-10T00:26:50,4.2386,0.7321,0.723,0.0,simulated
2026-06-10T00:27:00,4.3765,0.7297,0.7254,0.0,simulated
2026-06-10T00:27:10,4.1857,0.7533,0.721,0.0,simulated
2026-06-10T00:27:20,4.3737,0.7274,0.7237,0.0,simulated
2026-06-10T00:27:30,4.5143,0.7262,0.7307,0.0,simulated
2026-06-10T00:27:40,4.545,0.7389,0.7373,0.0,simulated
2026-06-10T00:27:50,4.3909,0.7596,0.7373,0.0,simulated
2026-06-10T00:28:00,4.3752,0.7387,0.7369,0.0,simulated
2026-06-10T00:28:10,4.3835,0.7446,0.7368,0.0,simulated
2026-06-10T00:28:20,4.5791,0.7612,0.7433,0.0,simulated
2026-06-10T00:28:30,4.3045,0.7316,0.7393,0.0,simulated
2026-06-10T00:28:40,4.0047,0.7001,0.726,0.0,simulated
2026-06-10T00:28:50,4.2121,0.7268,0.7223,0.0,simulated
2026-06-10T00:29:00,4.4498,0.7308,0.7274,0.0,simulated
2026-06-10T00:29:10,4.6472,0.7289,0.738,0.0,simulated
2026-06-10T00:29:20,4.609,0.7584,0.7453,0.0,simulated
2026-06-10T00:29:30,4.6382,0.7612,0.7521,0.0,simulated
2026-06-10T00:29:40,4.5398,0.7393,0.7542,0.0,simulated
2026-06-10T00:29:50,4.67,0.768,0.7603,0.0,simulated
2026-06-10T00:30:00,4.5515,0.7582,0.7611,0.0,simulated
2026-06-10T00:30:10,4.4796,0.7372,0.7594,0.0,simulated
2026-06-10T00:30:20,3.9862,0.7483,0.7415,0.0,simulated
2026-06-10T00:30:30,3.9392,0.7249,0.7255,0.0,simulated
2026-06-10T00:30:40,3.911,0.7007,0.7118,0.0,simulated
2026-06-10T00:30:50,3.9513,0.7101,0.7022,0.0,simulated
2026-06-10T00:31:00,3.8589,0.6988,0.6914,0.0,simulated
2026-06-10T00:31:10,4.0893,0.6819,0.6906,0.0,simulated
2026-06-10T00:31:20,4.0382,0.6941,0.6881,0.0,simulated
2026-06-10T00:31:30,4.1556,0.7054,0.6901,0.0,simulated
2026-06-10T00:31:40,4.2388,0.6838,0.6945,0.0,simulated
2026-06-10T00:31:50,4.3205,0.7065,0.7008,0.0,simulated
2026-06-10T00:32:00,4.4461,0.7101,0.71,0.0,simulated
2026-06-10T00:32:10,4.3246,0.7473,0.7133,0.0,simulated
2026-06-10T00:32:20,4.4112,0.6909,0.7189,0.0,simulated
2026-06-10T00:32:30,4.3909,0.7331,0.7226,0.0,simulated
2026-06-10T00:32:40,4.2926,0.7177,0.7223,0.0,simulated
2026-06-10T00:32:50,4.1625,0.7162,0.7177,0.0,simulated
2026-06-10T00:33:00,3.8892,0.7334,0.7049,0.0,simulated
2026-06-10T00:33:10,3.9398,0.6961,0.6963,0.0,simulated
2026-06-10T00:33:20,4.0725,0.7275,0.6938,0.0,simulated
2026-06-10T00:33:30,4.1453,0.6877,0.6944,0.0,simulated
2026-06-10T00:33:40,4.2249,0.7027,0.6974,0.0,simulated
2026-06-10T00:33:50,4.0241,0.6858,0.6932,0.0,simulated
2026-06-10T00:34:00,4.0317,0.6796,0.69,0.0,simulated
2026-06-10T00:34:10,4.0565,0.6892,0.6883,0.0,simulated
2026-06-10T00:34:20,4.0822,0.6836,0.6878,0.0,simulated
2026-06-10T00:34:30,4.0387,0.689,0.6859,0.0,simulated
2026-06-10T00:34:40,4.1028,0.655,0.6866,0.0,simulated
2026-06-10T00:34:50,4.279,0.7231,0.6931,0.0,simulated
2026-06-10T00:35:00,4.2577,0.695,0.6975,0.0,simulated
2026-06-10T00:35:10,4.2339,0.7264,0.7003,0.0,simulated
2026-06-10T00:35:20,4.3253,0.6904,0.7055,0.0,simulated
2026-06-10T00:35:30,4.3907,0.7163,0.712,0.0,simulated
2026-06-10T00:35:40,4.3313,0.7626,0.7151,0.0,simulated
2026-06-10T00:35:50,4.3102,0.7039,0.7169,0.0,simulated
2026-06-10T00:36:00,4.0783,0.6881,0.7105,0.0,simulated
2026-06-10T00:36:10,4.1351,0.6992,0.7074,0.0,simulated
2026-06-10T00:36:20,3.8757,0.7032,0.6961,0.0,simulated
2026-06-10T00:36:30,3.7092,0.6919,0.6815,0.0,simulated
2026-06-10T00:36:40,3.6953,0.6887,0.6694,0.0,simulated
2026-06-10T00:36:50,3.5651,0.6514,0.6553,0.0,simulated
2026-06-10T00:37:00,3.7516,0.6263,0.6503,0.0,simulated
2026-06-10T00:37:10,3.6399,0.636,0.6425,0.0,simulated
2026-06-10T00:37:20,3.6609,0.6556,0.637,0.0,simulated
2026-06-10T00:37:30,3.856,0.6462,0.6392,0.0,simulated
2026-06-10T00:37:40,3.7931,0.6094,0.6388,0.0,simulated
2026-06-10T00:37:50,3.7319,0.6359,0.6364,0.0,simulated
2026-06-10T00:38:00,3.7304,0.6555,0.6345,0.0,simulated
2026-06-10T00:38:10,3.8526,0.6689,0.637,0.0,simulated
2026-06-10T00:38:20,3.8825,0.6485,0.6401,0.0,simulated
2026-06-10T00:38:30,4.0794,0.6538,0.6491,0.0,simulated
2026-06-10T00:38:40,3.9447,0.6332,0.6518,0.0,simulated
2026-06-10T00:38:50,4.0332,0.6443,0.657,0.0,simulated
2026-06-10T00:39:00,3.7939,0.6538,0.6531,0.0,simulated
2026-06-10T00:39:10,3.9346,0.6622,0.6547,0.0,simulated
2026-06-10T00:39:20,4.0702,0.6692,0.6605,0.0,simulated
2026-06-10T00:39:30,3.8999,0.6522,0.6594,0.0,simulated
2026-06-10T00:39:40,3.9148,0.6418,0.6591,0.0,simulated
2026-06-10T00:39:50,3.6741,0.639,0.6507,0.0,simulated
2026-06-10T00:40:00,3.688,0.6271,0.6445,0.0,simulated
2026-06-10T00:40:10,3.5465,0.6444,0.6347,0.0,simulated
2026-06-10T00:40:20,3.5947,0.5939,0.6286,0.0,simulated
2026-06-10T00:40:30,3.7462,0.6237,0.6287,0.0,simulated
2026-06-10T00:40:40,3.7041,0.6342,0.6274,0.0,simulated
2026-06-10T00:40:50,3.6041,0.6459,0.6231,0.0,simulated
2026-06-10T00:41:00,3.7452,0.6254,0.6243,0.0,simulated
2026-06-10T00:41:10,3.8833,0.6449,0.6299,0.0,simulated
2026-06-10T00:41:20,3.8622,0.6277,0.6337,0.0,simulated
2026-06-10T00:41:30,3.8575,0.6254,0.6366,0.0,simulated
2026-06-10T00:41:40,3.8256,0.6277,0.6378,0.0,simulated
2026-06-10T00:41:50,3.8439,0.6623,0.6394,0.0,simulated
2026-06-10T00:42:00,3.7535,0.6525,0.6376,0.0,simulated
2026-06-10T00:42:10,3.9532,0.6502,0.6429,0.0,simulated
2026-06-10T00:42:20,4.0025,0.6988,0.6488,0.0,simulated
2026-06-10T00:42:30,3.9194,0.6503,0.6508,0.0,simulated
2026-06-10T00:42:40,3.401,0.6442,0.6349,0.0,simulated
2026-06-10T00:42:50,3.2988,0.6234,0.6187,0.0,simulated
2026-06-10T00:43:00,3.3693,0.6049,0.6082,0.0,simulated
2026-06-10T00:43:10,3.2228,0.6296,0.5948,0.0,simulated
2026-06-10T00:43:20,3.2696,0.6083,0.5857,0.0,simulated
2026-06-10T00:43:30,3.3302,0.5595,0.5805,0.0,simulated
2026-06-10T00:43:40,3.2856,0.5688,0.5748,0.0,simulated
2026-06-10T00:43:50,3.1805,0.5731,0.5667,0.0,simulated
2026-06-10T00:44:00,3.2295,0.5736,0.5619,0.0,simulated
2026-06-10T00:44:10,3.1927,0.5365,0.5568,0.0,simulated
2026-06-10T00:44:20,3.4069,0.526,0.5599,0.0,simulated
2026-06-10T00:44:30,3.589,0.5399,0.5685,0.0,simulated
2026-06-10T00:44:40,3.7162,0.5786,0.5797,0.0,simulated
2026-06-10T00:44:50,3.7478,0.5881,0.5897,0.0,simulated
2026-06-10T00:45:00,3.6026,0.5979,0.5928,0.0,simulated
2026-06-10T00:45:10,3.7423,0.5884,0.6,0.0,simulated
2026-06-10T00:45:20,3.7147,0.5864,0.6048,0.0,simulated
2026-06-10T00:45:30,3.6875,0.5774,0.6077,0.0,simulated
2026-06-10T00:45:40,3.6518,0.6138,0.6089,0.0,simulated
2026-06-10T00:45:50,3.6318,0.6147,0.6091,0.0,simulated
2026-06-10T00:46:00,3.5744,0.6223,0.6074,0.0,simulated
2026-06-10T00:46:10,3.7039,0.6222,0.6104,0.0,simulated
2026-06-10T00:46:20,3.5868,0.606,0.6088,0.0,simulated
2026-06-10T00:46:30,3.8119,0.6354,0.6151,0.0,simulated
2026-06-10T00:46:40,3.9935,0.6242,0.6263,0.0,simulated
2026-06-10T00:46:50,3.9505,0.6239,0.6338,0.0,simulated
2026-06-10T00:47:00,3.7661,0.6257,0.6336,0.0,simulated
2026-06-10T00:47:10,3.858,0.6277,0.6365,0.0,simulated
2026-06-10T00:47:20,3.9207,0.6084,0.6409,0.0,simulated
2026-06-10T00:47:30,3.7795,0.6421,0.6397,0.0,simulated
2026-06-10T00:47:40,3.7788,0.6425,0.6387,0.0,simulated
2026-06-10T00:47:50,3.6917,0.6296,0.635,0.0,simulated
2026-06-10T00:48:00,3.928,0.6293,0.64,0.0,simulated
2026-06-10T00:48:10,4.0654,0.6542,0.6486,0.0,simulated
2026-06-10T00:48:20,3.9683,0.678,0.6522,0.0,simulated
2026-06-10T00:48:30,3.8919,0.6531,0.6525,0.0,simulated
2026-06-10T00:48:40,3.9331,0.6466,0.6542,0.0,simulated
2026-06-10T00:48:50,4.015,0.6494,0.6583,0.0,simulated
2026-06-10T00:49:00,4.1562,0.6652,0.6663,0.0,simulated
2026-06-10T00:49:10,4.0156,0.649,0.6679,0.0,simulated
2026-06-10T00:49:20,4.0649,0.669,0.6709,0.0,simulated
2026-06-10T00:49:30,4.0447,0.6736,0.6726,0.0,simulated
2026-06-10T00:49:40,4.0523,0.7019,0.6743,0.0,simulated
2026-06-10T00:49:50,3.8585,0.6832,0.6691,0.0,simulated
2026-06-10T00:50:00,3.8803,0.6811,0.6656,0.0,simulated
2026-06-10T00:50:10,3.833,0.6506,0.6613,0.0,simulated
2026-06-10T00:50:20,3.7843,0.6662,0.6562,0.0,simulated
2026-06-10T00:50:30,3.9499,0.6406,0.6577,0.0,simulated
2026-06-10T00:50:40,3.7677,0.6574,0.6527,0.0,simulated
2026-06-10T00:50:50,3.8727,0.6586,0.6523,0.0,simulated
2026-06-10T00:51:00,3.8666,0.6403,0.6518,0.0,simulated
2026-06-10T00:51:10,3.9676,0.6847,0.6547,0.0,simulated
2026-06-10T00:51:20,4.0824,0.6695,0.6609,0.0,simulated
2026-06-10T00:51:30,4.184,0.6408,0.6693,0.0,simulated
2026-06-10T00:51:40,4.2049,0.6851,0.6768,0.0,simulated
2026-06-10T00:51:50,4.3353,0.681,0.6871,0.0,simulated
2026-06-10T00:52:00,4.2178,0.6914,0.6914,0.0,simulated
2026-06-10T00:52:10,4.1912,0.7009,0.6939,0.0,simulated
2026-06-10T00:52:20,4.1927,0.7019,0.696,0.0,simulated
2026-06-10T00:52:30,4.2609,0.6694,0.7,0.0,simulated
2026-06-10T00:52:40,4.1964,0.6836,0.701,0.0,simulated
2026-06-10T00:52:50,4.5209,0.7243,0.7127,0.0,simulated
2026-06-10T00:53:00,4.6714,0.7466,0.7271,0.0,simulated
2026-06-10T00:53:10,4.8173,0.7721,0.7436,0.0,simulated
2026-06-10T00:53:20,4.6507,0.7782,0.7511,0.0,simulated
2026-06-10T00:53:30,4.555,0.7231,0.7539,0.0,simulated
2026-06-10T00:53:40,4.8094,0.7763,0.7647,0.0,simulated
2026-06-10T00:53:50,4.8632,0.7465,0.7752,0.0,simulated
2026-06-10T00:54:00,4.7803,0.805,0.7808,0.0,simulated
2026-06-10T00:54:10,4.7699,0.7887,0.7849,0.0,simulated
2026-06-10T00:54:20,4.8266,0.773,0.7901,0.0,simulated
2026-06-10T00:54:30,4.9149,0.8274,0.7972,0.0,simulated
2026-06-10T00:54:40,5.0255,0.8163,0.8066,0.0,simulated
2026-06-10T00:54:50,5.1182,0.7889,0.8173,0.0,simulated
2026-06-10T00:55:00,5.0854,0.8291,0.8247,0.0,simulated
2026-06-10T00:55:10,5.1814,0.8229,0.8338,0.0,simulated
2026-06-10T00:55:20,5.3645,0.849,0.8473,0.0,simulated
2026-06-10T00:55:30,5.0041,0.839,0.846,0.0,simulated
2026-06-10T00:55:40,4.7955,0.8585,0.8379,0.0,simulated
2026-06-10T00:55:50,4.6253,0.8044,0.8258,0.0,simulated
2026-06-10T00:56:00,4.6386,0.8212,0.8165,0.0,simulated
2026-06-10T00:56:10,4.7849,0.8412,0.8139,0.0,simulated
2026-06-10T00:56:20,4.7538,0.7985,0.8109,0.0,simulated
2026-06-10T00:56:30,4.7203,0.8105,0.8073,0.0,simulated
2026-06-10T00:56:40,4.661,0.8055,0.8025,0.0,simulated
2026-06-10T00:56:50,4.7156,0.7901,0.8004,0.0,simulated
2026-06-10T00:57:00,4.4971,0.8011,0.7914,0.0,simulated
2026-06-10T00:57:10,4.5266,0.7867,0.7852,0.0,simulated
2026-06-10T00:57:20,4.3702,0.7609,0.775,0.0,simulated
2026-06-10T00:57:30,4.2216,0.7883,0.7619,0.0,simulated
2026-06-10T00:57:40,4.037,0.757,0.7451,0.0,simulated
2026-06-10T00:57:50,3.9853,0.7275,0.73,0.0,simulated
2026-06-10T00:58:00,4.0539,0.7107,0.7202,0.0,simulated
2026-06-10T00:58:10,4.0838,0.7016,0.7134,0.0,simulated
2026-06-10T00:58:20,3.9861,0.7231,0.7047,0.0,simulated
2026-06-10T00:58:30,3.9433,0.694,0.6962,0.0,simulated
2026-06-10T00:58:40,3.8533,0.6933,0.6864,0.0,simulated
2026-06-10T00:58:50,3.5765,0.6666,0.6693,0.0,simulated
2026-06-10T00:59:00,3.6289,0.6666,0.6574,0.0,simulated
2026-06-10T00:59:10,3.6647,0.6473,0.649,0.0,simulated
2026-06-10T00:59:20,3.6814,0.6544,0.6429,0.0,simulated
2026-06-10T00:59:30,3.752,0.6377,0.6404,0.0,simulated
2026-06-10T00:59:40,3.4912,0.6421,0.6296,0.0,simulated
2026-06-10T00:59:50,3.3771,0.6273,0.6172,0.0,simulated
2026-06-10T01:00:00,3.4038,0.6064,0.6081,0.0,simulated
2026-06-10T01:00:10,3.4692,0.5902,0.6031,0.0,simulated
2026-06-10T01:00:20,3.3343,0.5804,0.5945,0.0,simulated
2026-06-10T01:00:30,3.1409,0.57,0.5811,0.0,simulated
2026-06-10T01:00:40,3.0876,0.5539,0.5686,0.0,simulated
2026-06-10T01:00:50,3.0242,0.5695,0.5565,0.0,simulated
2026-06-10T01:01:00,2.98,0.5446,0.5453,0.0,simulated
2026-06-10T01:01:10,3.1922,0.5671,0.5435,0.0,simulated
2026-06-10T01:01:20,3.1969,0.5764,0.5422,0.0,simulated
2026-06-10T01:01:30,3.1403,0.5397,0.5393,0.0,simulated
2026-06-10T01:01:40,3.0524,0.5108,0.534,0.0,simulated
2026-06-10T01:01:50,3.0572,0.5242,0.5299,0.0,simulated
2026-06-10T01:02:00,3.2293,0.5313,0.5324,0.0,simulated
2026-06-10T01:02:10,3.2441,0.5126,0.535,0.0,simulated
2026-06-10T01:02:20,3.1962,0.5316,0.5354,0.0,simulated
2026-06-10T01:02:30,3.1056,0.5369,0.5326,0.0,simulated
2026-06-10T01:02:40,3.0146,0.5205,0.5274,0.0,simulated
2026-06-10T01:02:50,3.2243,0.5187,0.5303,0.0,simulated
2026-06-10T01:03:00,3.3085,0.524,0.5354,0.0,simulated
2026-06-10T01:03:10,3.4942,0.5725,0.5457,0.0,simulated
2026-06-10T01:03:20,3.4991,0.5517,0.5541,0.0,simulated
2026-06-10T01:03:30,3.4639,0.5472,0.5597,0.0,simulated
2026-06-10T01:03:40,3.4956,0.5596,0.5652,0.0,simulated
2026-06-10T01:03:50,3.5941,0.5872,0.5729,0.0,simulated
2026-06-10T01:04:00,3.9392,0.5804,0.5907,0.0,simulated
2026-06-10T01:04:10,4.1577,0.6195,0.6123,0.0,simulated
2026-06-10T01:04:20,4.3245,0.646,0.6351,0.0,simulated
2026-06-10T01:04:30,4.4672,0.6694,0.6582,0.0,simulated
